,current_hp,levels,badges,pokedex_count,m,x,y
0,1.0,8,0,1,2,1,1
1,1.0,8,0,1,2,0,1
2,1.0,8,0,1,2,0,1
3,1.0,8,0,1,2,0,1
4,1.0,8,0,1,2,0,1
5,1.0,8,0,1,2,0,1
6,1.0,8,0,1,2,0,0
7,1.0,8,0,1,2,0,1
8,1.0,8,0,1,2,0,0
9,1.0,8,0,1,2,0,1
10,1.0,8,0,1,2,0,1
11,1.0,8,0,1,2,0,0
12,1.0,8,0,1,2,0,0
13,1.0,8,0,1,2,0,0
14,1.0,8,0,1,2,0,0
15,1.0,8,0,1,2,1,0
16,1.0,8,0,1,2,1,0
17,1.0,8,0,1,2,0,0
18,1.0,8,0,1,2,0,1
19,1.0,8,0,1,2,0,0
20,1.0,8,0,1,2,0,0
21,1.0,8,0,1,2,0,1
22,1.0,8,0,1,2,0,0
23,1.0,8,0,1,2,0,0
24,1.0,8,0,1,2,0,1
25,1.0,8,0,1,2,0,1
26,1.0,8,0,1,2,1,1
27,1.0,8,0,1,2,1,1
28,1.0,8,0,1,2,1,0
29,1.0,8,0,1,2,0,0
30,1.0,8,0,1,2,0,0
31,1.0,8,0,1,2,1,0
32,1.0,8,0,1,2,0,0
33,1.0,8,0,1,2,0,0
34,1.0,8,0,1,2,1,0
35,1.0,8,0,1,2,0,0
36,1.0,8,0,1,2,0,0
37,1.0,8,0,1,2,1,0
38,1.0,8,0,1,2,0,0
39,1.0,8,0,1,2,0,1
40,1.0,8,0,1,2,0,1
41,1.0,8,0,1,2,1,1
42,1.0,8,0,1,2,1,0
43,1.0,8,0,1,2,0,0
44,1.0,8,0,1,2,0,1
45,1.0,8,0,1,2,0,1
46,1.0,8,0,1,2,1,1
47,1.0,8,0,1,2,1,1
48,1.0,8,0,1,2,1,1
49,1.0,8,0,1,2,1,1
50,1.0,8,0,1,2,1,1
51,1.0,8,0,1,2,1,0
52,1.0,8,0,1,2,0,0
53,1.0,8,0,1,2,1,0
54,1.0,8,0,1,2,1,0
55,1.0,8,0,1,2,1,0
56,1.0,8,0,1,2,1,0
57,1.0,8,0,1,2,1,0
58,1.0,8,0,1,2,0,0
59,1.0,8,0,1,2,0,0
60,1.0,8,0,1,2,0,0
61,1.0,8,0,1,2,0,1
62,1.0,8,0,1,2,0,0
63,1.0,8,0,1,2,0,0
64,1.0,8,0,1,2,1,0
65,1.0,8,0,1,2,0,0
66,1.0,8,0,1,2,0,0
67,1.0,8,0,1,2,1,0
68,1.0,8,0,1,2,0,0
69,1.0,8,0,1,2,0,0
70,1.0,8,0,1,2,0,0
