,current_hp,levels,badges,pokedex_count,m,x,y
0,1.0,8,0,1,2,1,1
1,1.0,8,0,1,2,1,1
2,1.0,8,0,1,2,0,1
3,1.0,8,0,1,2,1,1
4,1.0,8,0,1,2,0,1
5,1.0,8,0,1,2,0,1
6,1.0,8,0,1,2,0,0
7,1.0,8,0,1,2,0,1
8,1.0,8,0,1,2,1,1
9,1.0,8,0,1,2,1,0
10,1.0,8,0,1,2,0,0
11,1.0,8,0,1,2,0,0
12,1.0,8,0,1,2,0,0
13,1.0,8,0,1,2,0,0
14,1.0,8,0,1,2,0,0
15,1.0,8,0,1,2,0,0
16,1.0,8,0,1,2,0,0
17,1.0,8,0,1,2,0,0
18,1.0,8,0,1,2,0,0
19,1.0,8,0,1,2,0,0
20,1.0,8,0,1,2,0,0
21,1.0,8,0,1,2,0,0
22,1.0,8,0,1,2,0,0
23,1.0,8,0,1,2,0,0
24,1.0,8,0,1,2,0,0
25,1.0,8,0,1,2,0,0
26,1.0,8,0,1,2,1,0
27,1.0,8,0,1,2,1,0
28,1.0,8,0,1,2,0,0
29,1.0,8,0,1,2,0,1
30,1.0,8,0,1,2,0,0
31,1.0,8,0,1,2,0,0
32,1.0,8,0,1,2,0,0
33,1.0,8,0,1,2,1,0
34,1.0,8,0,1,2,0,0
35,1.0,8,0,1,2,0,1
36,1.0,8,0,1,2,0,1
37,1.0,8,0,1,2,0,1
38,1.0,8,0,1,2,0,1
39,1.0,8,0,1,2,0,1
40,1.0,8,0,1,2,1,1
41,1.0,8,0,1,2,1,0
42,1.0,8,0,1,2,1,1
43,1.0,8,0,1,2,1,1
44,1.0,8,0,1,2,1,1
45,1.0,8,0,1,2,1,1
46,1.0,8,0,1,2,1,1
47,1.0,8,0,1,2,1,0
48,1.0,8,0,1,2,0,0
49,1.0,8,0,1,2,0,0
50,1.0,8,0,1,2,0,0
51,1.0,8,0,1,2,0,0
52,1.0,8,0,1,2,0,0
53,1.0,8,0,1,2,0,0
54,1.0,8,0,1,2,0,0
55,1.0,8,0,1,2,0,0
56,1.0,8,0,1,2,0,0
57,1.0,8,0,1,2,0,1
58,1.0,8,0,1,2,0,1
59,1.0,8,0,1,2,0,1
60,1.0,8,0,1,2,0,1
61,1.0,8,0,1,2,0,1
62,1.0,8,0,1,2,0,1
63,1.0,8,0,1,2,0,1
64,1.0,8,0,1,2,0,1
65,1.0,8,0,1,2,0,1
66,1.0,8,0,1,2,0,1
67,1.0,8,0,1,2,0,1
68,1.0,8,0,1,2,0,0
69,1.0,8,0,1,2,1,0
70,1.0,8,0,1,2,0,0
71,1.0,8,0,1,2,0,0
72,1.0,8,0,1,2,0,1
73,1.0,8,0,1,2,0,0
74,1.0,8,0,1,2,0,0
75,1.0,8,0,1,2,0,0
76,1.0,8,0,1,2,1,0
77,1.0,8,0,1,2,1,0
78,1.0,8,0,1,2,1,1
79,1.0,8,0,1,2,1,1
80,1.0,8,0,1,2,1,1
81,1.0,8,0,1,2,0,1
82,1.0,8,0,1,2,0,0
83,1.0,8,0,1,2,0,1
84,1.0,8,0,1,2,0,1
85,1.0,8,0,1,2,0,1
86,1.0,8,0,1,2,0,1
87,1.0,8,0,1,2,0,1
88,1.0,8,0,1,2,1,1
89,1.0,8,0,1,2,1,1
90,1.0,8,0,1,2,1,0
91,1.0,8,0,1,2,1,0
92,1.0,8,0,1,2,1,0
93,1.0,8,0,1,2,1,0
94,1.0,8,0,1,2,0,0
95,1.0,8,0,1,2,0,0
96,1.0,8,0,1,2,0,0
97,1.0,8,0,1,2,1,0
98,1.0,8,0,1,2,1,0
99,1.0,8,0,1,2,1,0
100,1.0,8,0,1,2,1,1
101,1.0,8,0,1,2,1,1
102,1.0,8,0,1,2,1,1
103,1.0,8,0,1,2,1,1
104,1.0,8,0,1,2,1,1
105,1.0,8,0,1,2,1,1
106,1.0,8,0,1,2,1,1
107,1.0,8,0,1,2,0,1
108,1.0,8,0,1,2,0,1
109,1.0,8,0,1,2,1,1
110,1.0,8,0,1,2,1,0
111,1.0,8,0,1,2,1,0
112,1.0,8,0,1,2,1,0
113,1.0,8,0,1,2,1,1
114,1.0,8,0,1,2,1,1
115,1.0,8,0,1,2,1,1
116,1.0,8,0,1,2,1,0
117,1.0,8,0,1,2,0,0
118,1.0,8,0,1,2,0,0
119,1.0,8,0,1,2,0,1
120,1.0,8,0,1,2,1,1
121,1.0,8,0,1,2,1,0
122,1.0,8,0,1,2,0,0
123,1.0,8,0,1,2,1,0
124,1.0,8,0,1,2,1,1
125,1.0,8,0,1,2,1,0
126,1.0,8,0,1,2,0,0
127,1.0,8,0,1,2,0,0
128,1.0,8,0,1,2,0,0
129,1.0,8,0,1,2,1,0
130,1.0,8,0,1,2,1,0
131,1.0,8,0,1,2,1,0
132,1.0,8,0,1,2,1,1
133,1.0,8,0,1,2,1,0
134,1.0,8,0,1,2,1,1
135,1.0,8,0,1,2,1,0
136,1.0,8,0,1,2,1,0
137,1.0,8,0,1,2,1,0
138,1.0,8,0,1,2,1,0
139,1.0,8,0,1,2,1,1
140,1.0,8,0,1,2,1,1
141,1.0,8,0,1,2,1,1
142,1.0,8,0,1,2,1,1
143,1.0,8,0,1,2,1,1
144,1.0,8,0,1,2,1,0
145,1.0,8,0,1,2,1,0
146,1.0,8,0,1,2,1,0
147,1.0,8,0,1,2,1,1
148,1.0,8,0,1,2,1,1
149,1.0,8,0,1,2,1,1
150,1.0,8,0,1,2,1,1
151,1.0,8,0,1,2,1,1
152,1.0,8,0,1,2,1,1
153,1.0,8,0,1,2,1,1
154,1.0,8,0,1,2,1,1
155,1.0,8,0,1,2,1,0
156,1.0,8,0,1,2,1,1
157,1.0,8,0,1,2,0,1
158,1.0,8,0,1,2,1,1
159,1.0,8,0,1,2,1,1
160,1.0,8,0,1,2,1,1
161,1.0,8,0,1,2,1,1
162,1.0,8,0,1,2,0,1
163,1.0,8,0,1,2,0,1
164,1.0,8,0,1,2,0,1
165,1.0,8,0,1,2,0,1
166,1.0,8,0,1,2,0,1
167,1.0,8,0,1,2,0,1
168,1.0,8,0,1,2,0,1
169,1.0,8,0,1,2,1,1
170,1.0,8,0,1,2,0,1
171,1.0,8,0,1,2,0,1
172,1.0,8,0,1,2,0,0
173,1.0,8,0,1,2,0,1
174,1.0,8,0,1,2,0,0
175,1.0,8,0,1,2,0,0
176,1.0,8,0,1,2,0,0
177,1.0,8,0,1,2,0,0
178,1.0,8,0,1,2,1,0
179,1.0,8,0,1,2,1,0
180,1.0,8,0,1,2,1,0
181,1.0,8,0,1,2,1,1
182,1.0,8,0,1,2,0,1
183,1.0,8,0,1,2,0,1
184,1.0,8,0,1,2,1,1
185,1.0,8,0,1,2,1,1
186,1.0,8,0,1,2,0,1
187,1.0,8,0,1,2,0,1
188,1.0,8,0,1,2,0,1
189,1.0,8,0,1,2,0,0
190,1.0,8,0,1,2,0,0
191,1.0,8,0,1,2,0,0
