,current_hp,levels,badges,pokedex_count,m,x,y
0,1.0,8,0,1,2,1,1
1,1.0,8,0,1,2,1,1
2,1.0,8,0,1,2,1,1
3,1.0,8,0,1,2,1,1
4,1.0,8,0,1,2,1,1
5,1.0,8,0,1,2,1,1
6,1.0,8,0,1,2,1,1
7,1.0,8,0,1,2,1,1
8,1.0,8,0,1,2,1,1
9,1.0,8,0,1,2,0,1
10,1.0,8,0,1,2,0,1
11,1.0,8,0,1,2,0,1
12,1.0,8,0,1,2,0,0
13,1.0,8,0,1,2,0,0
14,1.0,8,0,1,2,0,0
15,1.0,8,0,1,2,0,1
16,1.0,8,0,1,2,0,1
17,1.0,8,0,1,2,0,1
18,1.0,8,0,1,2,0,0
19,1.0,8,0,1,2,0,1
20,1.0,8,0,1,2,0,1
21,1.0,8,0,1,2,0,1
22,1.0,8,0,1,2,1,1
23,1.0,8,0,1,2,1,1
24,1.0,8,0,1,2,1,0
25,1.0,8,0,1,2,1,0
26,1.0,8,0,1,2,0,0
27,1.0,8,0,1,2,0,1
28,1.0,8,0,1,2,0,1
29,1.0,8,0,1,2,1,1
30,1.0,8,0,1,2,1,1
31,1.0,8,0,1,2,1,1
32,1.0,8,0,1,2,1,1
33,1.0,8,0,1,2,1,0
34,1.0,8,0,1,2,0,0
35,1.0,8,0,1,2,1,0
36,1.0,8,0,1,2,0,0
37,1.0,8,0,1,2,1,0
38,1.0,8,0,1,2,1,0
39,1.0,8,0,1,2,1,0
40,1.0,8,0,1,2,1,1
41,1.0,8,0,1,2,1,1
42,1.0,8,0,1,2,1,0
43,1.0,8,0,1,2,0,0
44,1.0,8,0,1,2,0,1
45,1.0,8,0,1,2,1,1
46,1.0,8,0,1,2,1,1
47,1.0,8,0,1,2,1,1
48,1.0,8,0,1,2,0,1
49,1.0,8,0,1,2,1,1
50,1.0,8,0,1,2,1,0
51,1.0,8,0,1,2,1,0
52,1.0,8,0,1,2,1,1
53,1.0,8,0,1,2,1,1
54,1.0,8,0,1,2,1,0
55,1.0,8,0,1,2,1,1
56,1.0,8,0,1,2,1,1
57,1.0,8,0,1,2,1,0
58,1.0,8,0,1,2,0,0
59,1.0,8,0,1,2,0,1
60,1.0,8,0,1,2,0,1
61,1.0,8,0,1,2,0,1
62,1.0,8,0,1,2,0,1
63,1.0,8,0,1,2,0,1
64,1.0,8,0,1,2,0,1
65,1.0,8,0,1,2,1,1
66,1.0,8,0,1,2,1,1
67,1.0,8,0,1,2,1,1
68,1.0,8,0,1,2,1,0
69,1.0,8,0,1,2,0,0
70,1.0,8,0,1,2,0,0
71,1.0,8,0,1,2,0,1
72,1.0,8,0,1,2,1,1
73,1.0,8,0,1,2,1,1
74,1.0,8,0,1,2,0,1
75,1.0,8,0,1,2,0,1
76,1.0,8,0,1,2,1,1
77,1.0,8,0,1,2,1,1
78,1.0,8,0,1,2,0,1
79,1.0,8,0,1,2,0,0
80,1.0,8,0,1,2,0,1
81,1.0,8,0,1,2,0,1
82,1.0,8,0,1,2,0,0
83,1.0,8,0,1,2,0,0
84,1.0,8,0,1,2,1,0
85,1.0,8,0,1,2,1,0
86,1.0,8,0,1,2,1,0
87,1.0,8,0,1,2,1,0
88,1.0,8,0,1,2,0,0
89,1.0,8,0,1,2,0,1
90,1.0,8,0,1,2,0,1
91,1.0,8,0,1,2,0,1
92,1.0,8,0,1,2,0,1
93,1.0,8,0,1,2,0,0
94,1.0,8,0,1,2,0,0
95,1.0,8,0,1,2,0,0
96,1.0,8,0,1,2,0,0
97,1.0,8,0,1,2,0,0
98,1.0,8,0,1,2,0,0
99,1.0,8,0,1,2,0,0
100,1.0,8,0,1,2,1,0
101,1.0,8,0,1,2,1,0
102,1.0,8,0,1,2,1,0
103,1.0,8,0,1,2,0,0
104,1.0,8,0,1,2,0,0
105,1.0,8,0,1,2,0,0
106,1.0,8,0,1,2,0,0
107,1.0,8,0,1,2,0,0
108,1.0,8,0,1,2,1,0
109,1.0,8,0,1,2,0,0
110,1.0,8,0,1,2,0,0
111,1.0,8,0,1,2,1,0
112,1.0,8,0,1,2,1,0
113,1.0,8,0,1,2,0,0
114,1.0,8,0,1,2,0,0
115,1.0,8,0,1,2,0,0
116,1.0,8,0,1,2,1,0
117,1.0,8,0,1,2,1,0
118,1.0,8,0,1,2,0,0
119,1.0,8,0,1,2,0,1
120,1.0,8,0,1,2,1,1
121,1.0,8,0,1,2,1,0
122,1.0,8,0,1,2,1,0
123,1.0,8,0,1,2,0,0
124,1.0,8,0,1,2,0,1
125,1.0,8,0,1,2,1,1
126,1.0,8,0,1,2,0,1
127,1.0,8,0,1,2,0,1
128,1.0,8,0,1,2,0,1
129,1.0,8,0,1,2,0,1
130,1.0,8,0,1,2,0,1
131,1.0,8,0,1,2,1,1
132,1.0,8,0,1,2,0,1
133,1.0,8,0,1,2,0,0
134,1.0,8,0,1,2,0,1
135,1.0,8,0,1,2,0,0
136,1.0,8,0,1,2,0,0
137,1.0,8,0,1,2,0,0
138,1.0,8,0,1,2,0,0
139,1.0,8,0,1,2,0,0
140,1.0,8,0,1,2,0,0
141,1.0,8,0,1,2,1,0
142,1.0,8,0,1,2,1,1
143,1.0,8,0,1,2,0,1
144,1.0,8,0,1,2,1,1
145,1.0,8,0,1,2,1,1
146,1.0,8,0,1,2,1,1
147,1.0,8,0,1,2,1,1
148,1.0,8,0,1,2,1,1
149,1.0,8,0,1,2,1,0
150,1.0,8,0,1,2,0,0
151,1.0,8,0,1,2,1,0
152,1.0,8,0,1,2,1,1
153,1.0,8,0,1,2,1,1
154,1.0,8,0,1,2,0,1
155,1.0,8,0,1,2,1,1
156,1.0,8,0,1,2,1,0
157,1.0,8,0,1,2,1,1
158,1.0,8,0,1,2,1,0
159,1.0,8,0,1,2,0,0
160,1.0,8,0,1,2,0,1
161,1.0,8,0,1,2,0,1
162,1.0,8,0,1,2,0,1
163,1.0,8,0,1,2,1,1
164,1.0,8,0,1,2,1,1
165,1.0,8,0,1,2,1,0
166,1.0,8,0,1,2,0,0
167,1.0,8,0,1,2,1,0
168,1.0,8,0,1,2,1,0
169,1.0,8,0,1,2,1,0
170,1.0,8,0,1,2,1,1
171,1.0,8,0,1,2,0,1
172,1.0,8,0,1,2,0,1
173,1.0,8,0,1,2,0,0
174,1.0,8,0,1,2,0,0
175,1.0,8,0,1,2,0,1
176,1.0,8,0,1,2,0,0
177,1.0,8,0,1,2,0,0
178,1.0,8,0,1,2,1,0
179,1.0,8,0,1,2,0,0
180,1.0,8,0,1,2,1,0
181,1.0,8,0,1,2,1,0
182,1.0,8,0,1,2,1,0
183,1.0,8,0,1,2,1,0
184,1.0,8,0,1,2,1,0
185,1.0,8,0,1,2,1,1
186,1.0,8,0,1,2,0,1
187,1.0,8,0,1,2,0,0
188,1.0,8,0,1,2,0,1
189,1.0,8,0,1,2,0,1
190,1.0,8,0,1,2,0,1
191,1.0,8,0,1,2,0,1
